seed,generation,evaluation,graph_size,max_size,solver,ea,fitness,environment,relative_size
108,899,899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899899,32,70,cgp,mu+lambda-ga1,reward-unhealthy_termination,halfcheetah,0.45714285714285713
108,1899,1899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899189918991899,27,70,cgp,mu+lambda-ga1,reward-unhealthy_termination,halfcheetah,0.38571428571428573
108,1599,1599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599159915991599,29,70,cgp,mu+lambda-ga1,reward-unhealthy_termination,halfcheetah,0.4142857142857143
108,2299,2299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299229922992299,24,70,cgp,mu+lambda-ga1,reward-unhealthy_termination,halfcheetah,0.34285714285714286
108,2499,2499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499249924992499,26,70,cgp,mu+lambda-ga1,reward-unhealthy_termination,halfcheetah,0.37142857142857144
108,799,799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799799,25,70,cgp,mu+lambda-ga1,reward-unhealthy_termination,halfcheetah,0.35714285714285715
108,99,99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,31,70,cgp,mu+lambda-ga1,reward-unhealthy_termination,halfcheetah,0.44285714285714284
108,1499,1499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499149914991499,33,70,cgp,mu+lambda-ga1,reward-unhealthy_termination,halfcheetah,0.4714285714285714
108,299,299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299299,27,70,cgp,mu+lambda-ga1,reward-unhealthy_termination,halfcheetah,0.38571428571428573
108,1199,1199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199119911991199,23,70,cgp,mu+lambda-ga1,reward-unhealthy_termination,halfcheetah,0.32857142857142857
108,2199,2199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199219921992199,24,70,cgp,mu+lambda-ga1,reward-unhealthy_termination,halfcheetah,0.34285714285714286
108,1799,1799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799179917991799,28,70,cgp,mu+lambda-ga1,reward-unhealthy_termination,halfcheetah,0.4
108,1299,1299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299129912991299,26,70,cgp,mu+lambda-ga1,reward-unhealthy_termination,halfcheetah,0.37142857142857144
108,1699,1699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699169916991699,27,70,cgp,mu+lambda-ga1,reward-unhealthy_termination,halfcheetah,0.38571428571428573
