,seed,generation,graph_size,max_size,solver,ea,environment
0,1,799,0,15,lgp,1+lambda,ant
1,5,1699,0,15,lgp,1+lambda,ant
2,7,3999,0,15,lgp,1+lambda,ant
3,6,4399,0,15,lgp,1+lambda,ant
4,3,3199,0,15,lgp,1+lambda,ant
5,6,4199,0,15,lgp,1+lambda,ant
6,2,3799,0,15,lgp,1+lambda,ant
7,6,499,0,15,lgp,1+lambda,ant
8,2,4899,0,15,lgp,1+lambda,ant
9,8,3199,0,15,lgp,1+lambda,ant
10,4,3599,0,15,lgp,1+lambda,ant
11,5,799,0,15,lgp,1+lambda,ant
12,8,799,0,15,lgp,1+lambda,ant
13,4,699,0,15,lgp,1+lambda,ant
14,8,1499,0,15,lgp,1+lambda,ant
15,9,3199,0,15,lgp,1+lambda,ant
16,3,3699,0,15,lgp,1+lambda,ant
17,5,4299,0,15,lgp,1+lambda,ant
18,4,2999,0,15,lgp,1+lambda,ant
19,1,2999,0,15,lgp,1+lambda,ant
20,1,3699,0,15,lgp,1+lambda,ant
21,9,399,0,15,lgp,1+lambda,ant
22,2,3899,0,15,lgp,1+lambda,ant
23,8,399,0,15,lgp,1+lambda,ant
24,8,3599,0,15,lgp,1+lambda,ant
25,4,1499,0,15,lgp,1+lambda,ant
26,0,4399,0,15,lgp,1+lambda,ant
27,8,4599,0,15,lgp,1+lambda,ant
28,3,4599,0,15,lgp,1+lambda,ant
29,9,4399,0,15,lgp,1+lambda,ant
30,3,699,0,15,lgp,1+lambda,ant
31,7,1399,0,15,lgp,1+lambda,ant
32,4,2699,0,15,lgp,1+lambda,ant
33,0,3099,0,15,lgp,1+lambda,ant
34,7,1899,0,15,lgp,1+lambda,ant
35,1,3499,0,15,lgp,1+lambda,ant
36,1,3399,0,15,lgp,1+lambda,ant
37,9,2499,0,15,lgp,1+lambda,ant
38,6,1599,0,15,lgp,1+lambda,ant
39,6,3499,0,15,lgp,1+lambda,ant
40,8,4499,0,15,lgp,1+lambda,ant
41,8,1899,0,15,lgp,1+lambda,ant
42,6,3599,0,15,lgp,1+lambda,ant
43,6,3199,0,15,lgp,1+lambda,ant
44,1,1899,0,15,lgp,1+lambda,ant
45,8,4699,0,15,lgp,1+lambda,ant
46,8,2599,0,15,lgp,1+lambda,ant
47,0,599,0,15,lgp,1+lambda,ant
48,4,1299,0,15,lgp,1+lambda,ant
49,7,2399,0,15,lgp,1+lambda,ant
50,2,2999,0,15,lgp,1+lambda,ant
51,6,99,0,15,lgp,1+lambda,ant
52,5,2099,0,15,lgp,1+lambda,ant
53,5,899,0,15,lgp,1+lambda,ant
54,1,199,0,15,lgp,1+lambda,ant
55,4,399,0,15,lgp,1+lambda,ant
56,8,999,0,15,lgp,1+lambda,ant
57,2,2099,0,15,lgp,1+lambda,ant
58,7,199,0,15,lgp,1+lambda,ant
59,9,2099,0,15,lgp,1+lambda,ant
60,3,3499,0,15,lgp,1+lambda,ant
61,0,3799,0,15,lgp,1+lambda,ant
62,9,2199,0,15,lgp,1+lambda,ant
63,4,3199,0,15,lgp,1+lambda,ant
64,1,4299,0,15,lgp,1+lambda,ant
65,5,2799,0,15,lgp,1+lambda,ant
66,5,2899,0,15,lgp,1+lambda,ant
67,2,4099,0,15,lgp,1+lambda,ant
68,0,2099,0,15,lgp,1+lambda,ant
69,3,2499,0,15,lgp,1+lambda,ant
70,3,3799,0,15,lgp,1+lambda,ant
71,7,399,0,15,lgp,1+lambda,ant
72,0,2799,0,15,lgp,1+lambda,ant
73,0,1199,0,15,lgp,1+lambda,ant
74,4,3699,0,15,lgp,1+lambda,ant
75,0,1699,0,15,lgp,1+lambda,ant
76,8,2799,0,15,lgp,1+lambda,ant
77,2,4999,0,15,lgp,1+lambda,ant
78,7,2199,0,15,lgp,1+lambda,ant
79,8,1099,0,15,lgp,1+lambda,ant
80,2,199,0,15,lgp,1+lambda,ant
81,5,3399,0,15,lgp,1+lambda,ant
82,1,3999,0,15,lgp,1+lambda,ant
83,9,1399,0,15,lgp,1+lambda,ant
84,6,1999,0,15,lgp,1+lambda,ant
85,4,299,0,15,lgp,1+lambda,ant
86,3,1999,0,15,lgp,1+lambda,ant
87,4,599,0,15,lgp,1+lambda,ant
88,6,199,0,15,lgp,1+lambda,ant
89,6,3799,0,15,lgp,1+lambda,ant
90,9,1799,0,15,lgp,1+lambda,ant
91,0,1299,0,15,lgp,1+lambda,ant
92,0,99,0,15,lgp,1+lambda,ant
93,4,4999,0,15,lgp,1+lambda,ant
94,4,4799,0,15,lgp,1+lambda,ant
95,6,1699,0,15,lgp,1+lambda,ant
96,6,4999,0,15,lgp,1+lambda,ant
97,5,2599,0,15,lgp,1+lambda,ant
98,6,4299,0,15,lgp,1+lambda,ant
99,7,4399,0,15,lgp,1+lambda,ant
100,3,99,0,15,lgp,1+lambda,ant
101,8,1299,0,15,lgp,1+lambda,ant
102,5,4099,0,15,lgp,1+lambda,ant
103,9,2799,0,15,lgp,1+lambda,ant
104,0,1099,0,15,lgp,1+lambda,ant
105,0,1899,0,15,lgp,1+lambda,ant
106,3,799,0,15,lgp,1+lambda,ant
107,2,4199,0,15,lgp,1+lambda,ant
108,4,99,0,15,lgp,1+lambda,ant
109,1,4399,0,15,lgp,1+lambda,ant
110,5,299,0,15,lgp,1+lambda,ant
111,1,1499,0,15,lgp,1+lambda,ant
112,6,2699,0,15,lgp,1+lambda,ant
113,9,2299,0,15,lgp,1+lambda,ant
114,2,799,0,15,lgp,1+lambda,ant
115,9,3599,0,15,lgp,1+lambda,ant
116,3,2199,0,15,lgp,1+lambda,ant
117,2,2599,0,15,lgp,1+lambda,ant
118,0,4699,0,15,lgp,1+lambda,ant
119,4,3299,0,15,lgp,1+lambda,ant
120,5,4799,0,15,lgp,1+lambda,ant
121,4,799,0,15,lgp,1+lambda,ant
122,6,2199,0,15,lgp,1+lambda,ant
123,7,2299,0,15,lgp,1+lambda,ant
124,8,4799,0,15,lgp,1+lambda,ant
125,7,3199,0,15,lgp,1+lambda,ant
126,4,499,0,15,lgp,1+lambda,ant
127,1,4799,0,15,lgp,1+lambda,ant
128,7,1499,0,15,lgp,1+lambda,ant
129,2,1699,0,15,lgp,1+lambda,ant
130,2,4699,0,15,lgp,1+lambda,ant
131,1,3199,0,15,lgp,1+lambda,ant
132,7,1999,0,15,lgp,1+lambda,ant
133,3,4499,0,15,lgp,1+lambda,ant
134,3,1899,0,15,lgp,1+lambda,ant
135,7,4299,0,15,lgp,1+lambda,ant
136,1,1399,0,15,lgp,1+lambda,ant
137,7,2999,0,15,lgp,1+lambda,ant
138,7,4599,0,15,lgp,1+lambda,ant
139,5,99,0,15,lgp,1+lambda,ant
140,8,4299,0,15,lgp,1+lambda,ant
141,4,3099,0,15,lgp,1+lambda,ant
142,9,3699,0,15,lgp,1+lambda,ant
143,2,4299,0,15,lgp,1+lambda,ant
144,5,2299,0,15,lgp,1+lambda,ant
145,1,3599,0,15,lgp,1+lambda,ant
146,8,4199,0,15,lgp,1+lambda,ant
147,3,1699,0,15,lgp,1+lambda,ant
148,7,2799,0,15,lgp,1+lambda,ant
149,7,1199,0,15,lgp,1+lambda,ant
150,5,699,0,15,lgp,1+lambda,ant
151,2,2499,0,15,lgp,1+lambda,ant
152,7,3599,0,15,lgp,1+lambda,ant
153,8,1599,0,15,lgp,1+lambda,ant
154,2,1499,0,15,lgp,1+lambda,ant
155,5,2999,0,15,lgp,1+lambda,ant
156,5,2499,0,15,lgp,1+lambda,ant
157,6,1299,0,15,lgp,1+lambda,ant
158,0,3699,0,15,lgp,1+lambda,ant
159,1,1699,0,15,lgp,1+lambda,ant
160,4,3499,0,15,lgp,1+lambda,ant
161,4,1899,0,15,lgp,1+lambda,ant
162,0,4999,0,15,lgp,1+lambda,ant
163,8,899,0,15,lgp,1+lambda,ant
164,0,4899,0,15,lgp,1+lambda,ant
165,4,1799,0,15,lgp,1+lambda,ant
166,8,499,0,15,lgp,1+lambda,ant
167,5,499,0,15,lgp,1+lambda,ant
168,9,1499,0,15,lgp,1+lambda,ant
169,1,2699,0,15,lgp,1+lambda,ant
170,6,4699,0,15,lgp,1+lambda,ant
171,0,2599,0,15,lgp,1+lambda,ant
172,4,4399,0,15,lgp,1+lambda,ant
173,3,599,0,15,lgp,1+lambda,ant
174,4,4099,0,15,lgp,1+lambda,ant
175,7,4499,0,15,lgp,1+lambda,ant
176,7,4899,0,15,lgp,1+lambda,ant
177,8,199,0,15,lgp,1+lambda,ant
178,6,2999,0,15,lgp,1+lambda,ant
179,6,1799,0,15,lgp,1+lambda,ant
180,2,3099,0,15,lgp,1+lambda,ant
181,1,1799,0,15,lgp,1+lambda,ant
182,7,3099,0,15,lgp,1+lambda,ant
183,5,3799,0,15,lgp,1+lambda,ant
184,5,4199,0,15,lgp,1+lambda,ant
185,9,4199,0,15,lgp,1+lambda,ant
186,2,4399,0,15,lgp,1+lambda,ant
187,1,4099,0,15,lgp,1+lambda,ant
188,8,1399,0,15,lgp,1+lambda,ant
189,6,4899,0,15,lgp,1+lambda,ant
190,5,599,0,15,lgp,1+lambda,ant
191,4,2399,0,15,lgp,1+lambda,ant
192,1,2499,0,15,lgp,1+lambda,ant
193,0,2699,0,15,lgp,1+lambda,ant
194,9,4999,0,15,lgp,1+lambda,ant
195,2,1899,0,15,lgp,1+lambda,ant
196,1,1999,0,15,lgp,1+lambda,ant
197,5,399,0,15,lgp,1+lambda,ant
198,2,3299,0,15,lgp,1+lambda,ant
199,9,4299,0,15,lgp,1+lambda,ant
200,5,3599,0,15,lgp,1+lambda,ant
201,9,1899,0,15,lgp,1+lambda,ant
202,8,2999,0,15,lgp,1+lambda,ant
203,6,4499,0,15,lgp,1+lambda,ant
204,2,299,0,15,lgp,1+lambda,ant
205,5,3999,0,15,lgp,1+lambda,ant
206,5,999,0,15,lgp,1+lambda,ant
207,6,3299,0,15,lgp,1+lambda,ant
208,6,899,0,15,lgp,1+lambda,ant
209,2,599,0,15,lgp,1+lambda,ant
210,9,3899,0,15,lgp,1+lambda,ant
211,4,2299,0,15,lgp,1+lambda,ant
212,0,1799,0,15,lgp,1+lambda,ant
213,4,1399,0,15,lgp,1+lambda,ant
214,4,2899,0,15,lgp,1+lambda,ant
215,1,699,0,15,lgp,1+lambda,ant
216,1,4699,0,15,lgp,1+lambda,ant
217,0,1399,0,15,lgp,1+lambda,ant
218,5,4599,0,15,lgp,1+lambda,ant
219,0,1599,0,15,lgp,1+lambda,ant
220,9,2899,0,15,lgp,1+lambda,ant
221,5,2199,0,15,lgp,1+lambda,ant
222,2,4499,0,15,lgp,1+lambda,ant
223,9,2699,0,15,lgp,1+lambda,ant
224,6,3999,0,15,lgp,1+lambda,ant
225,0,199,0,15,lgp,1+lambda,ant
226,7,3899,0,15,lgp,1+lambda,ant
227,8,3799,0,15,lgp,1+lambda,ant
228,1,2799,0,15,lgp,1+lambda,ant
229,3,4899,0,15,lgp,1+lambda,ant
230,9,2999,0,15,lgp,1+lambda,ant
231,3,2999,0,15,lgp,1+lambda,ant
232,0,2299,0,15,lgp,1+lambda,ant
233,0,3399,0,15,lgp,1+lambda,ant
234,8,4999,0,15,lgp,1+lambda,ant
235,3,4999,0,15,lgp,1+lambda,ant
236,8,1699,0,15,lgp,1+lambda,ant
237,7,99,0,15,lgp,1+lambda,ant
238,5,1999,0,15,lgp,1+lambda,ant
239,2,2299,0,15,lgp,1+lambda,ant
240,5,4399,0,15,lgp,1+lambda,ant
241,3,2399,0,15,lgp,1+lambda,ant
242,1,99,0,15,lgp,1+lambda,ant
243,6,599,0,15,lgp,1+lambda,ant
244,2,99,0,15,lgp,1+lambda,ant
245,4,199,0,15,lgp,1+lambda,ant
246,4,999,0,15,lgp,1+lambda,ant
247,7,1699,0,15,lgp,1+lambda,ant
248,1,4899,0,15,lgp,1+lambda,ant
249,1,1299,0,15,lgp,1+lambda,ant
250,8,3099,0,15,lgp,1+lambda,ant
251,4,4499,0,15,lgp,1+lambda,ant
252,9,899,0,15,lgp,1+lambda,ant
253,9,3799,0,15,lgp,1+lambda,ant
254,0,4299,0,15,lgp,1+lambda,ant
255,5,4699,0,15,lgp,1+lambda,ant
256,5,3699,0,15,lgp,1+lambda,ant
257,4,3399,0,15,lgp,1+lambda,ant
258,9,4899,0,15,lgp,1+lambda,ant
259,8,599,0,15,lgp,1+lambda,ant
260,4,1699,0,15,lgp,1+lambda,ant
261,5,1499,0,15,lgp,1+lambda,ant
262,0,4599,0,15,lgp,1+lambda,ant
263,3,4399,0,15,lgp,1+lambda,ant
264,8,2199,0,15,lgp,1+lambda,ant
265,2,1199,0,15,lgp,1+lambda,ant
266,0,799,0,15,lgp,1+lambda,ant
267,2,4799,0,15,lgp,1+lambda,ant
268,8,1999,0,15,lgp,1+lambda,ant
269,9,3999,0,15,lgp,1+lambda,ant
270,7,1099,0,15,lgp,1+lambda,ant
271,7,2599,0,15,lgp,1+lambda,ant
272,1,1599,0,15,lgp,1+lambda,ant
273,7,899,0,15,lgp,1+lambda,ant
274,2,399,0,15,lgp,1+lambda,ant
275,1,499,0,15,lgp,1+lambda,ant
276,6,2299,0,15,lgp,1+lambda,ant
277,5,3199,0,15,lgp,1+lambda,ant
278,9,4499,0,15,lgp,1+lambda,ant
279,6,3699,0,15,lgp,1+lambda,ant
280,0,2399,0,15,lgp,1+lambda,ant
281,7,3499,0,15,lgp,1+lambda,ant
282,9,3399,0,15,lgp,1+lambda,ant
283,3,1499,0,15,lgp,1+lambda,ant
284,6,2399,0,15,lgp,1+lambda,ant
285,8,3899,0,15,lgp,1+lambda,ant
286,1,4599,0,15,lgp,1+lambda,ant
287,1,399,0,15,lgp,1+lambda,ant
288,3,4199,0,15,lgp,1+lambda,ant
289,4,4599,0,15,lgp,1+lambda,ant
290,3,3999,0,15,lgp,1+lambda,ant
291,2,2899,0,15,lgp,1+lambda,ant
292,8,2099,0,15,lgp,1+lambda,ant
293,2,4599,0,15,lgp,1+lambda,ant
294,1,3099,0,15,lgp,1+lambda,ant
295,3,4299,0,15,lgp,1+lambda,ant
296,3,2699,0,15,lgp,1+lambda,ant
297,5,4999,0,15,lgp,1+lambda,ant
298,8,2399,0,15,lgp,1+lambda,ant
299,0,399,0,15,lgp,1+lambda,ant
300,0,3299,0,15,lgp,1+lambda,ant
301,3,3599,0,15,lgp,1+lambda,ant
302,4,1199,0,15,lgp,1+lambda,ant
303,6,3899,0,15,lgp,1+lambda,ant
304,2,699,0,15,lgp,1+lambda,ant
305,8,4099,0,15,lgp,1+lambda,ant
306,9,599,0,15,lgp,1+lambda,ant
307,6,1499,0,15,lgp,1+lambda,ant
308,2,3699,0,15,lgp,1+lambda,ant
309,4,3899,0,15,lgp,1+lambda,ant
310,6,399,0,15,lgp,1+lambda,ant
311,8,699,0,15,lgp,1+lambda,ant
312,8,299,0,15,lgp,1+lambda,ant
313,1,2399,0,15,lgp,1+lambda,ant
314,9,2599,0,15,lgp,1+lambda,ant
315,7,4799,0,15,lgp,1+lambda,ant
316,7,999,0,15,lgp,1+lambda,ant
317,9,699,0,15,lgp,1+lambda,ant
318,7,2499,0,15,lgp,1+lambda,ant
319,5,2699,0,15,lgp,1+lambda,ant
320,2,1799,0,15,lgp,1+lambda,ant
321,6,1099,0,15,lgp,1+lambda,ant
322,0,299,0,15,lgp,1+lambda,ant
323,6,3399,0,15,lgp,1+lambda,ant
324,2,2699,0,15,lgp,1+lambda,ant
325,7,2699,0,15,lgp,1+lambda,ant
326,8,2299,0,15,lgp,1+lambda,ant
327,3,199,0,15,lgp,1+lambda,ant
328,8,4399,0,15,lgp,1+lambda,ant
329,8,1199,0,15,lgp,1+lambda,ant
330,3,1299,0,15,lgp,1+lambda,ant
331,1,899,0,15,lgp,1+lambda,ant
332,1,3299,0,15,lgp,1+lambda,ant
333,1,2299,0,15,lgp,1+lambda,ant
334,8,3299,0,15,lgp,1+lambda,ant
335,4,2199,0,15,lgp,1+lambda,ant
336,6,2899,0,15,lgp,1+lambda,ant
337,5,3099,0,15,lgp,1+lambda,ant
338,6,1399,0,15,lgp,1+lambda,ant
339,1,3799,0,15,lgp,1+lambda,ant
340,8,99,0,15,lgp,1+lambda,ant
341,2,2799,0,15,lgp,1+lambda,ant
342,3,1199,0,15,lgp,1+lambda,ant
343,9,3299,0,15,lgp,1+lambda,ant
344,7,699,0,15,lgp,1+lambda,ant
345,2,499,0,15,lgp,1+lambda,ant
346,4,3799,0,15,lgp,1+lambda,ant
347,3,1599,0,15,lgp,1+lambda,ant
348,3,299,0,15,lgp,1+lambda,ant
349,5,4899,0,15,lgp,1+lambda,ant
350,7,599,0,15,lgp,1+lambda,ant
351,2,2399,0,15,lgp,1+lambda,ant
352,5,1899,0,15,lgp,1+lambda,ant
353,8,2899,0,15,lgp,1+lambda,ant
354,4,4199,0,15,lgp,1+lambda,ant
355,4,4299,0,15,lgp,1+lambda,ant
356,9,499,0,15,lgp,1+lambda,ant
357,3,3099,0,15,lgp,1+lambda,ant
358,6,4099,0,15,lgp,1+lambda,ant
359,5,1299,0,15,lgp,1+lambda,ant
360,3,499,0,15,lgp,1+lambda,ant
361,3,1799,0,15,lgp,1+lambda,ant
362,4,2099,0,15,lgp,1+lambda,ant
363,9,2399,0,15,lgp,1+lambda,ant
364,3,2099,0,15,lgp,1+lambda,ant
365,9,4099,0,15,lgp,1+lambda,ant
366,4,2599,0,15,lgp,1+lambda,ant
367,6,299,0,15,lgp,1+lambda,ant
368,3,1399,0,15,lgp,1+lambda,ant
369,9,999,0,15,lgp,1+lambda,ant
370,2,1299,0,15,lgp,1+lambda,ant
371,3,2299,0,15,lgp,1+lambda,ant
372,3,4699,0,15,lgp,1+lambda,ant
373,1,1199,0,15,lgp,1+lambda,ant
374,5,1099,0,15,lgp,1+lambda,ant
375,4,4899,0,15,lgp,1+lambda,ant
376,9,199,0,15,lgp,1+lambda,ant
377,2,3599,0,15,lgp,1+lambda,ant
378,7,1599,0,15,lgp,1+lambda,ant
379,6,2499,0,15,lgp,1+lambda,ant
380,3,3399,0,15,lgp,1+lambda,ant
381,2,1599,0,15,lgp,1+lambda,ant
382,2,1399,0,15,lgp,1+lambda,ant
383,0,3199,0,15,lgp,1+lambda,ant
384,9,3499,0,15,lgp,1+lambda,ant
385,5,1399,0,15,lgp,1+lambda,ant
386,8,3499,0,15,lgp,1+lambda,ant
387,1,999,0,15,lgp,1+lambda,ant
388,4,1999,0,15,lgp,1+lambda,ant
389,5,1199,0,15,lgp,1+lambda,ant
390,5,1799,0,15,lgp,1+lambda,ant
391,6,799,0,15,lgp,1+lambda,ant
392,3,3299,0,15,lgp,1+lambda,ant
393,0,4499,0,15,lgp,1+lambda,ant
394,0,899,0,15,lgp,1+lambda,ant
395,9,99,0,15,lgp,1+lambda,ant
396,7,3399,0,15,lgp,1+lambda,ant
397,4,2499,0,15,lgp,1+lambda,ant
398,4,1099,0,15,lgp,1+lambda,ant
399,9,1599,0,15,lgp,1+lambda,ant
400,3,4799,0,15,lgp,1+lambda,ant
401,9,1099,0,15,lgp,1+lambda,ant
402,5,1599,0,15,lgp,1+lambda,ant
403,4,1599,0,15,lgp,1+lambda,ant
404,7,499,0,15,lgp,1+lambda,ant
405,4,899,0,15,lgp,1+lambda,ant
406,4,4699,0,15,lgp,1+lambda,ant
407,0,499,0,15,lgp,1+lambda,ant
408,6,2099,0,15,lgp,1+lambda,ant
409,1,3899,0,15,lgp,1+lambda,ant
410,1,2199,0,15,lgp,1+lambda,ant
411,8,4899,0,15,lgp,1+lambda,ant
412,7,4699,0,15,lgp,1+lambda,ant
413,2,1099,0,15,lgp,1+lambda,ant
414,6,1199,0,15,lgp,1+lambda,ant
415,9,1699,0,15,lgp,1+lambda,ant
416,0,3899,0,15,lgp,1+lambda,ant
417,9,4799,0,15,lgp,1+lambda,ant
418,7,799,0,15,lgp,1+lambda,ant
419,3,2899,0,15,lgp,1+lambda,ant
420,0,3499,0,15,lgp,1+lambda,ant
421,1,2099,0,15,lgp,1+lambda,ant
422,2,3999,0,15,lgp,1+lambda,ant
423,0,1499,0,15,lgp,1+lambda,ant
424,0,999,0,15,lgp,1+lambda,ant
425,6,3099,0,15,lgp,1+lambda,ant
426,1,299,0,15,lgp,1+lambda,ant
427,8,2499,0,15,lgp,1+lambda,ant
428,5,4499,0,15,lgp,1+lambda,ant
429,6,4599,0,15,lgp,1+lambda,ant
430,0,3999,0,15,lgp,1+lambda,ant
431,3,1099,0,15,lgp,1+lambda,ant
432,0,1999,0,15,lgp,1+lambda,ant
433,2,2199,0,15,lgp,1+lambda,ant
434,5,2399,0,15,lgp,1+lambda,ant
435,5,3499,0,15,lgp,1+lambda,ant
436,1,4199,0,15,lgp,1+lambda,ant
437,7,4099,0,15,lgp,1+lambda,ant
438,2,3499,0,15,lgp,1+lambda,ant
439,0,3599,0,15,lgp,1+lambda,ant
440,8,1799,0,15,lgp,1+lambda,ant
441,5,3899,0,15,lgp,1+lambda,ant
442,8,3999,0,15,lgp,1+lambda,ant
443,1,2899,0,15,lgp,1+lambda,ant
444,0,699,0,15,lgp,1+lambda,ant
445,3,3899,0,15,lgp,1+lambda,ant
446,7,3799,0,15,lgp,1+lambda,ant
447,7,4199,0,15,lgp,1+lambda,ant
448,8,2699,0,15,lgp,1+lambda,ant
449,2,3399,0,15,lgp,1+lambda,ant
450,7,3699,0,15,lgp,1+lambda,ant
451,9,4599,0,15,lgp,1+lambda,ant
452,7,2099,0,15,lgp,1+lambda,ant
453,8,3699,0,15,lgp,1+lambda,ant
454,0,2199,0,15,lgp,1+lambda,ant
455,6,1899,0,15,lgp,1+lambda,ant
456,9,1999,0,15,lgp,1+lambda,ant
457,6,699,0,15,lgp,1+lambda,ant
458,0,2499,0,15,lgp,1+lambda,ant
459,0,2899,0,15,lgp,1+lambda,ant
460,3,899,0,15,lgp,1+lambda,ant
461,7,299,0,15,lgp,1+lambda,ant
462,9,1199,0,15,lgp,1+lambda,ant
463,0,4099,0,15,lgp,1+lambda,ant
464,0,4199,0,15,lgp,1+lambda,ant
465,9,1299,0,15,lgp,1+lambda,ant
466,2,1999,0,15,lgp,1+lambda,ant
467,6,999,0,15,lgp,1+lambda,ant
468,2,899,0,15,lgp,1+lambda,ant
469,7,1799,0,15,lgp,1+lambda,ant
470,0,2999,0,15,lgp,1+lambda,ant
471,8,3399,0,15,lgp,1+lambda,ant
472,3,2799,0,15,lgp,1+lambda,ant
473,1,599,0,15,lgp,1+lambda,ant
474,5,3299,0,15,lgp,1+lambda,ant
475,5,199,0,15,lgp,1+lambda,ant
476,3,999,0,15,lgp,1+lambda,ant
477,7,4999,0,15,lgp,1+lambda,ant
478,7,2899,0,15,lgp,1+lambda,ant
479,4,3999,0,15,lgp,1+lambda,ant
480,6,2599,0,15,lgp,1+lambda,ant
481,1,4499,0,15,lgp,1+lambda,ant
482,4,2799,0,15,lgp,1+lambda,ant
483,1,1099,0,15,lgp,1+lambda,ant
484,9,4699,0,15,lgp,1+lambda,ant
485,7,3299,0,15,lgp,1+lambda,ant
486,3,2599,0,15,lgp,1+lambda,ant
487,7,1299,0,15,lgp,1+lambda,ant
488,1,2599,0,15,lgp,1+lambda,ant
489,0,4799,0,15,lgp,1+lambda,ant
490,6,4799,0,15,lgp,1+lambda,ant
491,9,299,0,15,lgp,1+lambda,ant
492,6,2799,0,15,lgp,1+lambda,ant
493,2,999,0,15,lgp,1+lambda,ant
494,3,399,0,15,lgp,1+lambda,ant
495,9,3099,0,15,lgp,1+lambda,ant
496,3,4099,0,15,lgp,1+lambda,ant
497,1,4999,0,15,lgp,1+lambda,ant
498,9,799,0,15,lgp,1+lambda,ant
499,2,3199,0,15,lgp,1+lambda,ant
