,seed,generation,graph_size,max_size,solver,ea,environment
0,7,599,19,61,cgp,mu+lambda,hopper
1,7,99,16,61,cgp,mu+lambda,hopper
2,7,199,20,61,cgp,mu+lambda,hopper
3,7,799,18,61,cgp,mu+lambda,hopper
4,7,399,15,61,cgp,mu+lambda,hopper
5,7,299,15,61,cgp,mu+lambda,hopper
6,7,899,18,61,cgp,mu+lambda,hopper
7,7,499,19,61,cgp,mu+lambda,hopper
8,7,999,18,61,cgp,mu+lambda,hopper
9,7,699,18,61,cgp,mu+lambda,hopper
