,seed,generation,evaluation,graph_size,max_size,solver,ea,fitness,environment
0,1,799,799799799799799799799799799799,33,68,cgp-local,1+lambda,reward,halfcheetah
1,6,499,499499499499499499499499499499,51,68,cgp-local,1+lambda,reward,halfcheetah
2,5,799,799799799799799799799799799799,29,68,cgp-local,1+lambda,reward,halfcheetah
3,8,799,799799799799799799799799799799,42,68,cgp-local,1+lambda,reward,halfcheetah
4,4,699,699699699699699699699699699699,22,68,cgp-local,1+lambda,reward,halfcheetah
5,9,399,399399399399399399399399399399,37,68,cgp-local,1+lambda,reward,halfcheetah
6,8,399,399399399399399399399399399399,49,68,cgp-local,1+lambda,reward,halfcheetah
7,3,699,699699699699699699699699699699,37,68,cgp-local,1+lambda,reward,halfcheetah
8,0,599,599599599599599599599599599599,46,68,cgp-local,1+lambda,reward,halfcheetah
9,6,99,99999999999999999999,45,68,cgp-local,1+lambda,reward,halfcheetah
10,5,899,899899899899899899899899899899,35,68,cgp-local,1+lambda,reward,halfcheetah
11,1,199,199199199199199199199199199199,44,68,cgp-local,1+lambda,reward,halfcheetah
12,4,399,399399399399399399399399399399,40,68,cgp-local,1+lambda,reward,halfcheetah
13,8,999,999999999999999999999999999999,31,68,cgp-local,1+lambda,reward,halfcheetah
14,7,199,199199199199199199199199199199,42,68,cgp-local,1+lambda,reward,halfcheetah
15,7,399,399399399399399399399399399399,41,68,cgp-local,1+lambda,reward,halfcheetah
16,2,199,199199199199199199199199199199,41,68,cgp-local,1+lambda,reward,halfcheetah
17,4,299,299299299299299299299299299299,28,68,cgp-local,1+lambda,reward,halfcheetah
18,4,599,599599599599599599599599599599,39,68,cgp-local,1+lambda,reward,halfcheetah
19,6,199,199199199199199199199199199199,46,68,cgp-local,1+lambda,reward,halfcheetah
20,0,99,99999999999999999999,44,68,cgp-local,1+lambda,reward,halfcheetah
21,3,99,99999999999999999999,43,68,cgp-local,1+lambda,reward,halfcheetah
22,3,799,799799799799799799799799799799,40,68,cgp-local,1+lambda,reward,halfcheetah
23,4,99,99999999999999999999,29,68,cgp-local,1+lambda,reward,halfcheetah
24,5,299,299299299299299299299299299299,36,68,cgp-local,1+lambda,reward,halfcheetah
25,2,799,799799799799799799799799799799,38,68,cgp-local,1+lambda,reward,halfcheetah
26,4,799,799799799799799799799799799799,34,68,cgp-local,1+lambda,reward,halfcheetah
27,4,499,499499499499499499499499499499,29,68,cgp-local,1+lambda,reward,halfcheetah
28,5,99,99999999999999999999,40,68,cgp-local,1+lambda,reward,halfcheetah
29,5,699,699699699699699699699699699699,37,68,cgp-local,1+lambda,reward,halfcheetah
30,8,899,899899899899899899899899899899,39,68,cgp-local,1+lambda,reward,halfcheetah
31,8,499,499499499499499499499499499499,37,68,cgp-local,1+lambda,reward,halfcheetah
32,5,499,499499499499499499499499499499,44,68,cgp-local,1+lambda,reward,halfcheetah
33,3,599,599599599599599599599599599599,55,68,cgp-local,1+lambda,reward,halfcheetah
34,8,199,199199199199199199199199199199,39,68,cgp-local,1+lambda,reward,halfcheetah
35,5,599,599599599599599599599599599599,40,68,cgp-local,1+lambda,reward,halfcheetah
36,5,399,399399399399399399399399399399,51,68,cgp-local,1+lambda,reward,halfcheetah
37,2,299,299299299299299299299299299299,36,68,cgp-local,1+lambda,reward,halfcheetah
38,5,999,999999999999999999999999999999,44,68,cgp-local,1+lambda,reward,halfcheetah
39,6,899,899899899899899899899899899899,48,68,cgp-local,1+lambda,reward,halfcheetah
40,2,599,599599599599599599599599599599,32,68,cgp-local,1+lambda,reward,halfcheetah
41,1,699,699699699699699699699699699699,26,68,cgp-local,1+lambda,reward,halfcheetah
42,0,199,199199199199199199199199199199,33,68,cgp-local,1+lambda,reward,halfcheetah
43,7,99,99999999999999999999,45,68,cgp-local,1+lambda,reward,halfcheetah
44,1,99,99999999999999999999,43,68,cgp-local,1+lambda,reward,halfcheetah
45,6,599,599599599599599599599599599599,36,68,cgp-local,1+lambda,reward,halfcheetah
46,2,99,99999999999999999999,37,68,cgp-local,1+lambda,reward,halfcheetah
47,4,199,199199199199199199199199199199,36,68,cgp-local,1+lambda,reward,halfcheetah
48,4,999,999999999999999999999999999999,33,68,cgp-local,1+lambda,reward,halfcheetah
49,9,899,899899899899899899899899899899,38,68,cgp-local,1+lambda,reward,halfcheetah
50,8,599,599599599599599599599599599599,38,68,cgp-local,1+lambda,reward,halfcheetah
51,0,799,799799799799799799799799799799,37,68,cgp-local,1+lambda,reward,halfcheetah
52,7,899,899899899899899899899899899899,34,68,cgp-local,1+lambda,reward,halfcheetah
53,2,399,399399399399399399399399399399,32,68,cgp-local,1+lambda,reward,halfcheetah
54,1,499,499499499499499499499499499499,51,68,cgp-local,1+lambda,reward,halfcheetah
55,1,399,399399399399399399399399399399,36,68,cgp-local,1+lambda,reward,halfcheetah
56,0,399,399399399399399399399399399399,42,68,cgp-local,1+lambda,reward,halfcheetah
57,2,699,699699699699699699699699699699,37,68,cgp-local,1+lambda,reward,halfcheetah
58,9,599,599599599599599599599599599599,43,68,cgp-local,1+lambda,reward,halfcheetah
59,6,399,399399399399399399399399399399,40,68,cgp-local,1+lambda,reward,halfcheetah
60,8,699,699699699699699699699699699699,34,68,cgp-local,1+lambda,reward,halfcheetah
61,8,299,299299299299299299299299299299,49,68,cgp-local,1+lambda,reward,halfcheetah
62,7,999,999999999999999999999999999999,42,68,cgp-local,1+lambda,reward,halfcheetah
63,9,699,699699699699699699699699699699,41,68,cgp-local,1+lambda,reward,halfcheetah
64,0,299,299299299299299299299299299299,44,68,cgp-local,1+lambda,reward,halfcheetah
65,3,199,199199199199199199199199199199,35,68,cgp-local,1+lambda,reward,halfcheetah
66,1,899,899899899899899899899899899899,26,68,cgp-local,1+lambda,reward,halfcheetah
67,8,99,99999999999999999999,35,68,cgp-local,1+lambda,reward,halfcheetah
68,7,699,699699699699699699699699699699,32,68,cgp-local,1+lambda,reward,halfcheetah
69,2,499,499499499499499499499499499499,45,68,cgp-local,1+lambda,reward,halfcheetah
70,3,299,299299299299299299299299299299,37,68,cgp-local,1+lambda,reward,halfcheetah
71,7,599,599599599599599599599599599599,40,68,cgp-local,1+lambda,reward,halfcheetah
72,9,499,499499499499499499499499499499,41,68,cgp-local,1+lambda,reward,halfcheetah
73,3,499,499499499499499499499499499499,46,68,cgp-local,1+lambda,reward,halfcheetah
74,6,299,299299299299299299299299299299,39,68,cgp-local,1+lambda,reward,halfcheetah
75,9,999,999999999999999999999999999999,38,68,cgp-local,1+lambda,reward,halfcheetah
76,9,199,199199199199199199199199199199,47,68,cgp-local,1+lambda,reward,halfcheetah
77,1,999,999999999999999999999999999999,43,68,cgp-local,1+lambda,reward,halfcheetah
78,6,799,799799799799799799799799799799,37,68,cgp-local,1+lambda,reward,halfcheetah
79,0,899,899899899899899899899899899899,37,68,cgp-local,1+lambda,reward,halfcheetah
80,9,99,99999999999999999999,40,68,cgp-local,1+lambda,reward,halfcheetah
81,7,499,499499499499499499499499499499,25,68,cgp-local,1+lambda,reward,halfcheetah
82,4,899,899899899899899899899899899899,36,68,cgp-local,1+lambda,reward,halfcheetah
83,0,499,499499499499499499499499499499,48,68,cgp-local,1+lambda,reward,halfcheetah
84,7,799,799799799799799799799799799799,43,68,cgp-local,1+lambda,reward,halfcheetah
85,0,999,999999999999999999999999999999,36,68,cgp-local,1+lambda,reward,halfcheetah
86,1,299,299299299299299299299299299299,38,68,cgp-local,1+lambda,reward,halfcheetah
87,0,699,699699699699699699699699699699,37,68,cgp-local,1+lambda,reward,halfcheetah
88,6,699,699699699699699699699699699699,48,68,cgp-local,1+lambda,reward,halfcheetah
89,3,899,899899899899899899899899899899,35,68,cgp-local,1+lambda,reward,halfcheetah
90,7,299,299299299299299299299299299299,39,68,cgp-local,1+lambda,reward,halfcheetah
91,6,999,999999999999999999999999999999,37,68,cgp-local,1+lambda,reward,halfcheetah
92,2,899,899899899899899899899899899899,28,68,cgp-local,1+lambda,reward,halfcheetah
93,1,599,599599599599599599599599599599,43,68,cgp-local,1+lambda,reward,halfcheetah
94,5,199,199199199199199199199199199199,38,68,cgp-local,1+lambda,reward,halfcheetah
95,3,999,999999999999999999999999999999,44,68,cgp-local,1+lambda,reward,halfcheetah
96,9,299,299299299299299299299299299299,27,68,cgp-local,1+lambda,reward,halfcheetah
97,2,999,999999999999999999999999999999,35,68,cgp-local,1+lambda,reward,halfcheetah
98,3,399,399399399399399399399399399399,41,68,cgp-local,1+lambda,reward,halfcheetah
99,9,799,799799799799799799799799799799,45,68,cgp-local,1+lambda,reward,halfcheetah
