,seed,generation,graph_size,max_size,solver,ea,environment
0,1,799,24,67,cgp,1+lambda,walker2d
1,6,499,24,67,cgp,1+lambda,walker2d
2,5,799,28,67,cgp,1+lambda,walker2d
3,8,799,30,67,cgp,1+lambda,walker2d
4,4,699,27,67,cgp,1+lambda,walker2d
5,9,399,39,67,cgp,1+lambda,walker2d
6,8,399,29,67,cgp,1+lambda,walker2d
7,3,699,27,67,cgp,1+lambda,walker2d
8,0,599,28,67,cgp,1+lambda,walker2d
9,6,99,30,67,cgp,1+lambda,walker2d
10,5,899,22,67,cgp,1+lambda,walker2d
11,1,199,23,67,cgp,1+lambda,walker2d
12,4,399,24,67,cgp,1+lambda,walker2d
13,8,999,24,67,cgp,1+lambda,walker2d
14,7,199,25,67,cgp,1+lambda,walker2d
15,7,399,33,67,cgp,1+lambda,walker2d
16,2,199,26,67,cgp,1+lambda,walker2d
17,4,299,23,67,cgp,1+lambda,walker2d
18,4,599,33,67,cgp,1+lambda,walker2d
19,6,199,21,67,cgp,1+lambda,walker2d
20,0,99,25,67,cgp,1+lambda,walker2d
21,3,99,25,67,cgp,1+lambda,walker2d
22,3,799,25,67,cgp,1+lambda,walker2d
23,4,99,28,67,cgp,1+lambda,walker2d
24,5,299,23,67,cgp,1+lambda,walker2d
25,2,799,27,67,cgp,1+lambda,walker2d
26,4,799,27,67,cgp,1+lambda,walker2d
27,4,499,30,67,cgp,1+lambda,walker2d
28,5,99,29,67,cgp,1+lambda,walker2d
29,5,699,24,67,cgp,1+lambda,walker2d
30,8,899,28,67,cgp,1+lambda,walker2d
31,8,499,24,67,cgp,1+lambda,walker2d
32,5,499,27,67,cgp,1+lambda,walker2d
33,3,599,21,67,cgp,1+lambda,walker2d
34,8,199,31,67,cgp,1+lambda,walker2d
35,5,599,23,67,cgp,1+lambda,walker2d
36,5,399,33,67,cgp,1+lambda,walker2d
37,2,299,24,67,cgp,1+lambda,walker2d
38,5,999,22,67,cgp,1+lambda,walker2d
39,6,899,21,67,cgp,1+lambda,walker2d
40,2,599,26,67,cgp,1+lambda,walker2d
41,1,699,25,67,cgp,1+lambda,walker2d
42,0,199,27,67,cgp,1+lambda,walker2d
43,7,99,23,67,cgp,1+lambda,walker2d
44,1,99,32,67,cgp,1+lambda,walker2d
45,6,599,29,67,cgp,1+lambda,walker2d
46,2,99,30,67,cgp,1+lambda,walker2d
47,4,199,22,67,cgp,1+lambda,walker2d
48,4,999,29,67,cgp,1+lambda,walker2d
49,9,899,26,67,cgp,1+lambda,walker2d
50,8,599,25,67,cgp,1+lambda,walker2d
51,0,799,25,67,cgp,1+lambda,walker2d
52,7,899,25,67,cgp,1+lambda,walker2d
53,2,399,31,67,cgp,1+lambda,walker2d
54,1,499,28,67,cgp,1+lambda,walker2d
55,1,399,33,67,cgp,1+lambda,walker2d
56,0,399,23,67,cgp,1+lambda,walker2d
57,2,699,28,67,cgp,1+lambda,walker2d
58,9,599,28,67,cgp,1+lambda,walker2d
59,6,399,29,67,cgp,1+lambda,walker2d
60,8,699,25,67,cgp,1+lambda,walker2d
61,8,299,28,67,cgp,1+lambda,walker2d
62,7,999,26,67,cgp,1+lambda,walker2d
63,9,699,25,67,cgp,1+lambda,walker2d
64,0,299,24,67,cgp,1+lambda,walker2d
65,3,199,26,67,cgp,1+lambda,walker2d
66,1,899,30,67,cgp,1+lambda,walker2d
67,8,99,32,67,cgp,1+lambda,walker2d
68,7,699,21,67,cgp,1+lambda,walker2d
69,2,499,27,67,cgp,1+lambda,walker2d
70,3,299,22,67,cgp,1+lambda,walker2d
71,7,599,34,67,cgp,1+lambda,walker2d
72,9,499,26,67,cgp,1+lambda,walker2d
73,3,499,25,67,cgp,1+lambda,walker2d
74,6,299,20,67,cgp,1+lambda,walker2d
75,9,999,30,67,cgp,1+lambda,walker2d
76,9,199,28,67,cgp,1+lambda,walker2d
77,1,999,22,67,cgp,1+lambda,walker2d
78,6,799,31,67,cgp,1+lambda,walker2d
79,0,899,28,67,cgp,1+lambda,walker2d
80,9,99,22,67,cgp,1+lambda,walker2d
81,7,499,28,67,cgp,1+lambda,walker2d
82,4,899,29,67,cgp,1+lambda,walker2d
83,0,499,28,67,cgp,1+lambda,walker2d
84,7,799,31,67,cgp,1+lambda,walker2d
85,0,999,25,67,cgp,1+lambda,walker2d
86,1,299,29,67,cgp,1+lambda,walker2d
87,0,699,26,67,cgp,1+lambda,walker2d
88,6,699,23,67,cgp,1+lambda,walker2d
89,3,899,23,67,cgp,1+lambda,walker2d
90,7,299,22,67,cgp,1+lambda,walker2d
91,6,999,22,67,cgp,1+lambda,walker2d
92,2,899,30,67,cgp,1+lambda,walker2d
93,1,599,26,67,cgp,1+lambda,walker2d
94,5,199,24,67,cgp,1+lambda,walker2d
95,3,999,24,67,cgp,1+lambda,walker2d
96,9,299,25,67,cgp,1+lambda,walker2d
97,2,999,25,67,cgp,1+lambda,walker2d
98,3,399,21,67,cgp,1+lambda,walker2d
99,9,799,25,67,cgp,1+lambda,walker2d
