,seed,generation,graph_size,max_size,solver,ea,environment
0,2,599,90,137,cgp,mu+lambda,ant
1,2,99,89,137,cgp,mu+lambda,ant
2,2,199,89,137,cgp,mu+lambda,ant
3,2,799,89,137,cgp,mu+lambda,ant
4,2,399,89,137,cgp,mu+lambda,ant
5,2,299,90,137,cgp,mu+lambda,ant
6,2,899,89,137,cgp,mu+lambda,ant
7,2,499,89,137,cgp,mu+lambda,ant
8,2,999,89,137,cgp,mu+lambda,ant
9,2,699,89,137,cgp,mu+lambda,ant
