,seed,generation,graph_size,max_size,solver,ea,environment
0,1,799,0,15,lgp,1+lambda,hopper
1,5,1699,0,15,lgp,1+lambda,hopper
2,7,3999,0,15,lgp,1+lambda,hopper
3,6,4399,0,15,lgp,1+lambda,hopper
4,3,3199,0,15,lgp,1+lambda,hopper
5,6,4199,0,15,lgp,1+lambda,hopper
6,2,3799,0,15,lgp,1+lambda,hopper
7,6,499,0,15,lgp,1+lambda,hopper
8,2,4899,0,15,lgp,1+lambda,hopper
9,8,3199,0,15,lgp,1+lambda,hopper
10,4,3599,0,15,lgp,1+lambda,hopper
11,5,799,0,15,lgp,1+lambda,hopper
12,8,799,0,15,lgp,1+lambda,hopper
13,4,699,0,15,lgp,1+lambda,hopper
14,8,1499,0,15,lgp,1+lambda,hopper
15,9,3199,0,15,lgp,1+lambda,hopper
16,3,3699,0,15,lgp,1+lambda,hopper
17,5,4299,0,15,lgp,1+lambda,hopper
18,4,2999,0,15,lgp,1+lambda,hopper
19,1,2999,0,15,lgp,1+lambda,hopper
20,1,3699,0,15,lgp,1+lambda,hopper
21,9,399,0,15,lgp,1+lambda,hopper
22,2,3899,0,15,lgp,1+lambda,hopper
23,8,399,0,15,lgp,1+lambda,hopper
24,8,3599,0,15,lgp,1+lambda,hopper
25,4,1499,0,15,lgp,1+lambda,hopper
26,0,4399,0,15,lgp,1+lambda,hopper
27,8,4599,0,15,lgp,1+lambda,hopper
28,3,4599,0,15,lgp,1+lambda,hopper
29,9,4399,0,15,lgp,1+lambda,hopper
30,3,699,0,15,lgp,1+lambda,hopper
31,7,1399,0,15,lgp,1+lambda,hopper
32,4,2699,0,15,lgp,1+lambda,hopper
33,0,3099,0,15,lgp,1+lambda,hopper
34,7,1899,0,15,lgp,1+lambda,hopper
35,1,3499,0,15,lgp,1+lambda,hopper
36,1,3399,0,15,lgp,1+lambda,hopper
37,9,2499,0,15,lgp,1+lambda,hopper
38,6,1599,0,15,lgp,1+lambda,hopper
39,6,3499,0,15,lgp,1+lambda,hopper
40,8,4499,0,15,lgp,1+lambda,hopper
41,8,1899,0,15,lgp,1+lambda,hopper
42,6,3599,0,15,lgp,1+lambda,hopper
